SMILES,tb_synthesizability,tb_depth,tb_plausibility,tb_price,property,len_smiles,method,rank,objective,dataset,type
CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,1,7,0.8658968421535309,61.0,Zaleplon MPO,48,best_from_chembl,1,0.5850564821770182,chembl,wa
CC(=O)N(Cc1c(C#N)c2ccccc2n1C)c1ccccc1,1,3,0.9645848480687518,43.0,Zaleplon MPO,37,best_from_chembl,2,0.5590625960767223,chembl,wa
CCN(C(=O)c1cnc2ccc(C)cn2c1=O)c1ccccc1,1,1,0.9999431371688844,91.0,Zaleplon MPO,37,best_from_chembl,3,0.5479333034257059,chembl,wa
Cc1cc(Nc2nccc(C)n2)cc(-c2cccc(C(=O)O)c2)c1,1,3,0.9986311934850784,25.0,Zaleplon MPO,42,best_from_chembl,4,0.5396870722208659,chembl,wa
COc1cccc(-c2ccnc(C(=O)Nc3cccc(C)n3)c2)c1,1,2,0.9997294576591712,17.0,Zaleplon MPO,40,best_from_chembl,5,0.5370861555295746,chembl,wa
CCC(=O)Nc1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,1,8,0.8661904051816082,50.0,Zaleplon MPO,46,best_from_chembl,6,0.5368776581264347,chembl,wa
COc1cccc(-c2ccnc3c(-c4ccccc4)c(C)nn23)c1,1,1,0.9999995231628418,53.0,Zaleplon MPO,40,best_from_chembl,7,0.5353090355834597,chembl,wa
COc1cccc(NC(=O)c2cnn3c(-c4ccccc4)ccnc23)c1,1,3,0.20408889792398904,11.0,Zaleplon MPO,42,best_from_chembl,8,0.5349293850471848,chembl,wa
CC(=O)N(Cc1ccc(-c2cnn(C)c2)cc1F)c1ccccc1,1,4,0.9996769091233496,40.0,Zaleplon MPO,40,best_from_chembl,9,0.5340265572447074,chembl,wa
CCN(C(=O)CSc1nccc(O)n1)c1cccc2ccccc12,1,2,0.9970402489287836,13.0,Zaleplon MPO,37,best_from_chembl,10,0.5327950473879101,chembl,wa
CCn1c(-c2ccc(C(N)=O)cc2)c(C#N)c2ccc(OC)cc21,1,5,0.9529834693541496,56.0,Zaleplon MPO,43,best_from_chembl,11,0.5306160552209596,chembl,wa
CN(C)c1c(C#N)cnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12,1,5,0.9966857411361052,12.0,Zaleplon MPO,47,best_from_chembl,12,0.530414364153612,chembl,wa
Cc1c(O)cccc1NC(=O)c1cnn2c(-c3ccccc3)ccnc12,1,3,0.20403767153601496,31.0,Zaleplon MPO,42,best_from_chembl,13,0.5282004456759624,chembl,wa
Cn1c(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)cccc1=O,1,5,0.1622525445873406,102.0,Zaleplon MPO,41,best_from_chembl,14,0.5280588545286916,chembl,wa
COc1cccc(NC(=O)Cn2c(C)c(C#N)c3ccccc32)c1,1,2,0.9659177701205586,62.0,Zaleplon MPO,40,best_from_chembl,15,0.5280588545286916,chembl,wa
CC(=O)N(Cc1cc(O)nc2ccccc12)c1cccc(C)c1,1,2,0.9977527693411048,88.0,Zaleplon MPO,38,best_from_chembl,16,0.5277662991429691,chembl,wa
COc1ccccc1-c1ccnc(C(=O)Nc2cccc(C)n2)c1,1,2,0.9999191769366008,17.0,Zaleplon MPO,38,best_from_chembl,17,0.5255382728122436,chembl,wa
CCOC(=O)c1cccc(Nc2cc(-c3ccccc3)ncn2)c1,1,2,0.9983090187504332,5.0,Zaleplon MPO,38,best_from_chembl,18,0.5230534443633627,chembl,wa
CCOC(=O)c1cc(-c2cccnc2)nn1-c1ccccc1C,1,1,0.99912828207016,66.0,Zaleplon MPO,36,best_from_chembl,19,0.5230430573109871,chembl,wa
CCN(C(=O)CSc1nc(-c2ccccc2)no1)c1ccccc1,0,11,0.0,-1.0,Zaleplon MPO,38,best_from_chembl,20,0.5193372251755369,chembl,wa
CC(=O)c1cccc(NC(=O)c2cnn(-c3ccccc3)c2C)c1,1,1,0.99987530708313,47.0,Zaleplon MPO,41,best_from_chembl,21,0.5163977794943222,chembl,wa
